id,name,type,discription
265,loa razer leviathan mini,listen,"loa razer leviathan minitech specs dimensions : 54 mm / 2.12” (l) x 185 mm / 3.34” (w) x 55 mm / 2.16” (h) weight : 538 g / 1.21 lbs battery battery type : 2600 mah rechargeable lithium-ion battery battery life : up to 10 hours charge time : 4 hours range bluetooth wireless range : 10 m / 30 ft combo play wireless range : 4 m / 13 ft speakers total power output : 24 w (12 w x 2) frequency response rate : 20 hz – 20 khz drivers : 2 x 45 mm / 1.77” neodymium magnets passive radiators: 2 x 40 mm / 1.57” x 70 mm / 2.75” impedance : 4 ω microphone omnidirectional microphone with clear voice capture technology size : 4mm / 0.15” connection methods audio devices that supports bluetooth® wireless audio profile [advanced audio distribution profile (a2dp)] 3.5 mm audio jack calls devices that support bluetooth® hands-free profile (hfp1.5) "
266,tai nghe razer hammerhead true wireless earbuds,listen,"tai nghe razer hammerhead true wireless earbudstai nghe razer hammerhead true wireless earbuds tai nghe không dây bluetooth phạm vi hoạt động lên tới 10m thời lượng pin 4h tới 12h (sử dụng bao sạc) tần số đáp ứng 20 - 20.000 hz chất lượng âm thanh siêu cao cấp tích hợp microphone "
267,tai nghe razer kraken x usb black,listen,"tai nghe razer kraken x usb blacktai nghe razer kraken x usb black đáp ứng tần số: 12 hz - 28.000hz củ loa 40mm siêu chất lương hỗ trợ 7.1 thông qua phần mềm với usb 7.1 đi kèm jack cắm 3.5mm tương thích với mọi loại thiết bị mic và phone tích hợp trên cùng 1 jack cắm "
268,loa máy tính razer nommo,listen,"loa máy tính razer nommoloa máy tính razer nommo loa tiêu chuẩn 2.0 màng loa toàn dải với công nghệ sợi thủy tinh cao cấp có khả năng điều chỉnh đa năng cho game, nhạc và phim tần số đáp úng từ 50 - 20.000 hz "
269,tai nghe kingston hyperx cloud orbit,listen,"tai nghe kingston hyperx cloud orbittai nghe kingston hyperx cloud orbit màng loa từ phẳng audeze™ 100mm tần số đáp ứng 10 - 50.000hz âm thanh 3d đa chiều đúng nghĩa waves nx™ tùy biến âm thanh nâng cao mic khử ồn rời với bộ lọc tạp âm ba kiểu cáp rời tùy chọn nút điều khiển âm thanh và micrô tích hợp sẵn tương thích với nhiều thiết bị "
270,tai nghe kingston hyperx cloud 2 gun metal,listen,"tai nghe kingston hyperx cloud 2 gun metaltai nghe kingston hyperx cloud 2 gun metal bộ chuyển đổi: động đường kính 53mm tần số phản hồi: 15hz–25,000 hz spl định mức: 98±3db dạng tai nghe: đóng trở kháng định mức: 60 ω mỗi bên t.h.d.: < 2% mức điện năng tiêu thụ: 150mw hướng âm quanh tai: tròn phát tán tiếng ồn: xấp xỉ 20 dba trọng lực cầu tai: 5n trọng lượng với mic và cáp: 320g chiều dài và dạng cáp: 1m + 2m mở rộng kết nối: cổng kết nối đơn stereo 3.5mm microphone: bộ chuyển đổi: tụ màng electret mẫu phân cực: cac-đi-ot tần số phản hồi: 50-18,000 hz nguyên tắc hoạt động: gradien áp suất nguồn: nguồn ab hiệu điện thế sử dụng: 2v điện năng tiêu thụ: tối đa 0.5 ma trở kháng định mức: ≤2.2 kω hiệu điện thế đoạn mạch: ở f = 1 khz: 20 mv / pa thd: 2% ở f = 1 khz spl tối đa: 105db spl (thd≤1.0% ở 1 khz) độ ồn mic: -39±3db quãng bắt âm: 150mm (bao gồm khuỷu) đường kính: 6*5 mm kết nối: cổng kết nối đơn stereo 3.5mm "
271,tai nghe kingston hyperx cloud orbit s,listen,"tai nghe kingston hyperx cloud orbit stai nghe kingston hyperx cloud orbit s màng loa từ phẳng audeze™ 100mm tần số đáp ứng 10 - 50.000hz âm thanh 3d đa chiều đúng nghĩa waves nx™ siêu công nghệ head tracking: công nghệ theo dõi đầu waves nx™ tùy biến âm thanh nâng cao mic khử ồn rời với bộ lọc tạp âm ba kiểu cáp rời tùy chọn nút điều khiển âm thanh và micrô tích hợp sẵn tương thích với nhiều thiết bị "
272,tai nghe kingston hyperx cloud stinger core,listen,"tai nghe kingston hyperx cloud stinger coretai nghe kingston hyperx cloud stinger củ loa 40mm với am châm đất hiếm tần số đáp ứng 20 - 20.000 hz chất lượng âm thanh rất tốt mic tích hợp jack 3.5 (1 jack cho cả mic và phone) "
273,tai nghe kingston hyperx cloud stinger core 7.1 wireless,listen,"tai nghe kingston hyperx cloud stinger core 7.1 wirelesstai nghe kingston hyperx cloud stinger core 7.1 wireless củ loa 40mm với am châm đất hiếm tần số đáp ứng 20 - 20.000 hz kết nối không dây 2.4 ghz usb soundcard hỗ trợ giả lập 7.1 chất lượng âm thanh rất tốt mic tích hợp jack 3.5 (1 jack cho cả mic và phone) "
274,tai nghe kingston hyperx cloud 2 red,listen,"tai nghe kingston hyperx cloud 2 redtai nghe kingston hyperx cloud 2 red bộ chuyển đổi: động đường kính 53mm tần số phản hồi: 15hz–25,000 hz spl định mức: 98±3db dạng tai nghe: đóng trở kháng định mức: 60 ω mỗi bên t.h.d.: < 2% mức điện năng tiêu thụ: 150mw hướng âm quanh tai: tròn phát tán tiếng ồn: xấp xỉ 20 dba trọng lực cầu tai: 5n trọng lượng với mic và cáp: 320g chiều dài và dạng cáp: 1m + 2m mở rộng kết nối: cổng kết nối đơn stereo 3.5mm microphone: bộ chuyển đổi: tụ màng electret mẫu phân cực: cac-đi-ot tần số phản hồi: 50-18,000 hz nguyên tắc hoạt động: gradien áp suất nguồn: nguồn ab hiệu điện thế sử dụng: 2v điện năng tiêu thụ: tối đa 0.5 ma trở kháng định mức: ≤2.2 kω hiệu điện thế đoạn mạch: ở f = 1 khz: 20 mv / pa thd: 2% ở f = 1 khz spl tối đa: 105db spl (thd≤1.0% ở 1 khz) độ ồn mic: -39±3db quãng bắt âm: 150mm (bao gồm khuỷu) đường kính: 6*5 mm kết nối: cổng kết nối đơn stereo 3.5mm "
275,tai nghe kingston hyperx cloud alpha s 7.1 blue,listen,"tai nghe kingston hyperx cloud alpha s 7.1 bluetai nghe kingston hyperx cloud alpha s 7.1 blue tai nghe chơi game thế hệ mới nhất công nghệ củ loa 2 lớp (buồng chứa củ loa 2 lớp) đặc biệt, tách riêng âm bass và mid treble đi kèm usb soundcard 7.1 thế hệ mới đường kính củ loa: 50mm tần số đáp ứng: 13 - 27000hz micro chất lượng cao có thể tháo rời điều chỉnh volume và mic tích hợp trên dây "
276,tai nghe kingston hyperx cloud alpha,listen,"tai nghe kingston hyperx cloud alphatai nghe kingston hyperx cloud alpha tai nghe chơi game thế hệ mới nhất công nghệ củ loa 2 lớp (buồng chứa củ loa 2 lớp) đặc biệt, tách riêng âm bass và mid treble đường kính củ loa: 50mm tần số đáp ứng: 13 - 27000hz micro chất lượng cao có thể tháo rời điều chỉnh volume và mic tích hợp trên dây "
277,màn hình máy tính msi optix g27cq4 27 inch wqhd 165 hz - gaming,screen,"màn hình máy tính msi optix g27cq4 27 inch wqhd 165 hz - gamingloại màn hình: cong độ cong : 1500r tỉ lệ: 16:9 kích thước: 27 inch tấm nền: va độ phân giải: 2k (2560 x 1440) tốc độ làm mới: 165hz thời gian đáp ứng: 1ms(mprt) thông số nổi bật : dci-p3 / srgb : 92% / 115% , hỗ trợ vesa 100 x 100 mm cổng kết nối: 1x displayport(1.2a), 2x hdmi (2.0b), audio out x1 phụ kiện: cáp nguồn, cáp hdmi, cáp displayport "
278,màn hình máy tính msi optix g271 27 inch fhd 144hz gaming,screen,"màn hình máy tính msi optix g271 27 inch fhd 144hz gamingloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 27 inch tấm nền: ips độ phân giải: fhd (1920 x 1080 ) tốc độ làm mới: 144hz thời gian đáp ứng: 1ms thông số nổi bật : dci-p3 92% / 120% srgb , hỗ trợ vesa 100 x 100 mm cổng kết nối: 1x displayport(1.2a)/2x hdmi (1.4b) , 1x audio out 3.5mm phụ kiện: cáp nguồn , cáp hdmi "
279,màn hình máy tính msi optix g27c4 27 inch fhd 165hz cong,screen,"màn hình máy tính msi optix g27c4 27 inch fhd 165hz congloại màn hình: cong tỉ lệ: 16:9 kích thước: 27 inch tấm nền: va độ phân giải: full hd (1920x1080) tốc độ làm mới: 165hz thời gian đáp ứng: 1ms độ sáng : 250 nits cổng kết nối: 1x dp (1.2a)/2x hdmi (1.4b) phụ kiện: cáp nguồn,cáp hdmi "
280,màn hình máy tính msi optix ag32cq cong 31.5 inch wqhd 144hz gaming,screen,"màn hình máy tính msi optix ag32cq cong 31.5 inch wqhd 144hz gamingloại màn hình: cong tỉ lệ: 16:9 kích thước: 31.5 inch tấm nền: va độ phân giải: wqhd (2560 x 1440) tốc độ làm mới: 144hz thời gian đáp ứng: 1ms cổng kết nối: 1x dp(1.2), 1x hdmi(2.0), 1x dvi phụ kiện: cáp nguồn "
281,màn hình máy tính msi optix mag271c 27inch fhd 144hz gaming,screen,"màn hình máy tính msi optix mag271c 27inch fhd 144hz gamingloại màn hình: cong tỉ lệ: 16:9 kích thước: 27 inch tấm nền: va độ phân giải: fhd (1920 x 1080) tốc độ làm mới: 144hz thời gian đáp ứng: 1ms độ sáng : 300 nits cổng kết nối: 1 x dp, 2 x hdmi (1.4), 2x usb 2.0 type a , móc treo tai nghe thông số nổi bật : dci-p3 90%/ srgb lên đến 115% phụ kiện: cáp nguồn , cáp hdmi , cáp display port "
282,màn hình máy tính msi optix mag322cqrv cong 2k 144hz,screen,"màn hình máy tính msi optix mag322cqrv cong 2k 144hzloại màn hình: màn hình cong tỉ lệ: 16:9 kích thước: 31.5 inch tấm nền: va độ phân giải: qhd (2560 x 1440) tốc độ làm mới: 144hz thời gian đáp ứng: 1ms (mprt) cổng kết nối: 1x dp 1.2, 2x hdmi 2.0 "
283,màn hình máy tính msi optix ag32cv cong 31.5'' 165hz 1ms fullhd,screen,"màn hình máy tính msi optix ag32cv cong 31.5'' 165hz 1ms fullhdmsi optix ag32cv - tấm nền : va - màn cong : 1800r - kích thước: 31.5\"" - độ phân giải: full hd (1920x1080) - tốc độ làm mới: 165hz - thời gian phản hồi: 1ms - góc nhìn: 178°(h) x 178°(v) - độ sáng: 250 cd/m2 - độ tương phản: 3000:1, 100000000:1(dcr) - tính năng nổi bật : true color- ntsc 85%, srgb 110%. - cổng kết nối: 1 x hdmi 2.0, 1 x dp1.2, 1 x dvi "
284,màn hình máy tính msi pro mp221 21.5 inch fhd 60hz,screen,"màn hình máy tính msi pro mp221 21.5 inch fhd 60hzloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 21.5 inch tấm nền: tn độ phân giải: full hd (1920x1080) tốc độ làm mới: 60hz thời gian đáp ứng: 5ms cổng kết nối: 1x hdmi (1.4)/1x d-sub (vga) phụ kiện: cáp nguồn, "
285,màn hình máy tính msi pro mp241 23.8 inch fhd ips 60hz,screen,"màn hình máy tính msi pro mp241 23.8 inch fhd ips 60hzloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 23.8 inch tấm nền: ips độ phân giải: full hd (1920x1080) tốc độ làm mới: 60hz thời gian đáp ứng: 7ms cổng kết nối: 1x hdmi (1.4)/1x d-sub (vga) phụ kiện: cáp nguồn, "
286,tai nghe kingston hyperx cloud flight wireless,listen,"tai nghe kingston hyperx cloud flight wirelesstai nghe kingston hyperx cloud flight wireless tai nghe chơi game không dây thế hệ mới nhất chât lượng âm thanh tuyệt đỉnh chế độ không dây với tấn số đáp ứng 20 - 20.000 hz thời lượng sử dụng pin lên tới 30h (không dùng led) "
287,màn hình máy tính msi optix g27c5 27 inch fhd 165hz,screen,"màn hình máy tính msi optix g27c5 27 inch fhd 165hzloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 27 inch tấm nền: samsung va độ phân giải: fhd (1920 x 1080) tốc độ làm mới: 165hz thời gian đáp ứng: 1ms cổng kết nối: 1x dp(1.2a)/2x hdmi (1.4b) phụ kiện: cáp nguồn "
288,màn hình máy tính dell u2421he 23.8 inch fhd,screen,"màn hình máy tính dell u2421he 23.8 inch fhdloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 23.8 inch tấm nền: ips độ phân giải: fhd (1920 x 1080) tốc độ làm mới: 60hz thời gian đáp ứng: 5ms cổng kết nối: 1 x dp 1.4, 1 x hdmi1.4 phụ kiện: cáp nguồn "
289,màn hình máy tính lg 24mk430h-b 23.8'' fullhd ips,screen,"màn hình máy tính lg 24mk430h-b 23.8'' fullhd ipsloại màn hình: ips (treo tường) kích cỡ màn hình: 23.8\"" kiểu panel ips (neo blade iii) tỉ lệ màn hình: 16:9 độ phân giải: 1920 x 1080 độ sáng: 250 nits độ tương phản: mega thời gian đáp ứng: 5ms gtg tần số quét: 75 hz góc nhìn: 178/178 kết nối: d_sub / hdmi / speaker/ headphone out phụ kiện: cáp nguồn, cáp hdmi, hướng dẫn sử dụng "
290,màn hình máy tính lg 24mk600m-b 24 inch fhd 75hz,screen,"màn hình máy tính lg 24mk600m-b 24 inch fhd 75hz- loại màn hình: phẳng - tỉ lệ: 16:09 - kích thước: 24 inch - tấm nền: ips không viền 3 cạnh - độ phân giải: full hd (1920x1080) - tốc độ làm mới: ~75hz - thời gian đáp ứng: 5ms - cổng kết nối: d-sub, hdmi - phụ kiện: cáp nguồn, cáp hdmi,... - made in : indonesia "
291,màn hình máy tính lg 32un880-b 32 inch ultrafine™ 4k hdr10 ips,screen,"màn hình máy tính lg 32un880-b 32 inch ultrafine™ 4k hdr10 ipsloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 32 inch tấm nền: ips hiển thị màu : 1.07 tỷ màu độ phân giải: 3840 x 2160 tốc độ làm mới: 60hz độ sáng : 350 nits thời gian đáp ứng: 5ms (gtg) nổi bật: amd freesync ™ , hdr10 , loa 5w x 2 , dci-p3 95% cổng kết nối: 2x hdmi, displayport, usb type c phụ kiện: cáp nguồn, cáp hdmi, cáp usb "
292,"màn hình máy tính lg 34gl750-b 34"" full hd 144hz",screen,"màn hình máy tính lg 34gl750-b 34"" full hd 144hzloại màn hình: màn hình cong tỉ lệ: 21:9 kích thước: 34 inch tấm nền: ips độ phân giải: full hd (2560 x 1080) tốc độ làm mới: 144hz kết nối : hdmix2 , displayport , audio out phụ kiện : cáp nguồn , cáp hdmi "
293,màn hình máy tính lg 20mk400h-b 19.5 inch hd 75hz,screen,"màn hình máy tính lg 20mk400h-b 19.5 inch hd 75hzlg 20mk400h-b – đen - loại màn hình: phẳng - tỉ lệ: 16:9 - kích thước: 19.5 inch - tấm nền: tn - độ phân giải: hd (1366 x 768) - tốc độ làm mới: 75hz - thời gian đáp ứng: 2ms - cổng kết nối: hdmi, d-sub - phụ kiện: cáp nguồn, cáp hdmi "
294,màn hình máy tính lg 22mn430m-b 21.5'' fullhd ips 75hz,screen,"màn hình máy tính lg 22mn430m-b 21.5'' fullhd ips 75hzloại màn hình: ips kích cỡ màn hình: 21.5\"" kiểu panel: ips tỉ lệ màn hình: 16:9 độ phân giải: 1920 x 1080 độ sáng:250 nits độ tương phản: mega thời gian đáp ứng: 5ms gtg tần số quét: 75 hz góc nhìn: 178/178 kết nối: d_sub / hdmi / headphone out phụ kiện: cáp nguồn, cáp hdmi, hướng dẫn sử dụng "
295,màn hình lg 27mp59g-p 27'' full hd ips -75hz,screen,"màn hình lg 27mp59g-p 27'' full hd ips -75hzlg 27mp59g-p – đen - kích thước: 27 inch - tấm nền: ips - độ phân giải: full hd (1920x1080) - tốc độ làm mới: 75hz - thời gian đáp ứng: 5ms(cao),giảm độ mờ do chuyển động 1ms - cổng kết nối: hdmi, displayport, d-sub - phụ kiện: cáp nguồn, cáp displayport,... "
296,màn hình máy tính lg 24mp88hv-s 23.8'' full hd ips,screen,"màn hình máy tính lg 24mp88hv-s 23.8'' full hd ipskích cỡ màn hình: 23.8\"" kiểu panel: ips (neo blade iii- viền mỏng) tỉ lệ màn hình: 16:9 độ phân giải: 1920 x 1080 độ sáng: 250 nits tỷ lệ tương phản: mega thời gian đáp ứng/ audio: 5ms gtg góc nhìn: 178/178 âm thanh (loa): 5w x 2 cổng kết nối: hdmi x 2, d-sub, headphone output phụ kiện: dây nguồn, cáp hdmi "
297,màn hình máy tính lg 24gl600f-b 24 inch fhd 144hz,screen,"màn hình máy tính lg 24gl600f-b 24 inch fhd 144hz- loại màn hình: phẳng - tỉ lệ: 16:09 - kích thước: 24 inch - tấm nền: tn - độ phân giải: full hd (1920x1080) - tốc độ làm mới: 144hz - thời gian đáp ứng: 1ms - cổng kết nối: hdmi, displayport - phụ kiện: cáp nguồn, cáp hdmi,... "
298,màn hình máy tính lg 34wk95c-w 34 inch qhd 75hz,screen,"màn hình máy tính lg 34wk95c-w 34 inch qhd 75hzloại màn hình:cong tỉ lệ: 21:9 kích thước: 34 inch tấp nền : nano-ips độ phân giải: qhd (3440 x 1440) độ sáng : 400cd/m2 tốc độ làm mới: 75hz thời gian đáp ứng: 5ms tính năng : dci-p3 98%, displayhdr™ 400 cổng kết nối: 2xhdmi 2.0, display port (ver. 1.2 hdr support), usb -c (ver. 1.2 hdr support), usb 3.0, headphone out 3,5\"" phụ kiện : cáp nguồn, cáp hdmi "
299,màn hình máy tính lg 34gn850-b 34 inch qhd 160hz,screen,"màn hình máy tính lg 34gn850-b 34 inch qhd 160hzloại màn hình: cong tỉ lệ: 21: 9 kích thước: 34 inch tấm nền : nano ips hiển thị màu : 1,07b màu độ phân giải: qhd (3440x1440) tốc độ làm mới: 144hz , 160hz ( overclock ) thời gian đáp ứng: 1ms (gtg) độ sáng : 400cd/m2 cổng kết nối: hdmi 2.0 + display port (1.4) + usb 3.0 , audio out , có loa công nghệ:amd freesync 2 , tương thích nvidia g-sync , displayhdr 400 , dci-p3 98% phụ kiện: cáp nguồn.... "
300,màn hình máy tính lg 38gn950-b 38 inch ultragear curved wqhd nano ips 144hz,screen,"màn hình máy tính lg 38gn950-b 38 inch ultragear curved wqhd nano ips 144hzloại màn hình: cong tỉ lệ: 21:9 kích thước: 38 inch tấm nền: nano ips độ phân giải: wqhd(3840 x 1600) tốc độ làm mới: 144hz , 160hz (oc) hiển thị màu : 1.07 tỷ màu thời gian đáp ứng: 1ms cổng kết nối: hdmi, displayport, usb, headphone out phụ kiện: cáp nguồn, cáp displayport, cáp hdmi "
301,màn hình máy tính lg 27qn600-b 27 inch qhd ips 75hz,screen,"màn hình máy tính lg 27qn600-b 27 inch qhd ips 75hzloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 27 inch tấm nền: ips độ phân giải: 2560 x 1440 tốc độ làm mới: 75hz thời gian đáp ứng: 5ms (faster) cổng kết nối: 2xhdmi, displayport 1.4 điểm nổi bật : amd freesync™ , hdr 10 phụ kiện: cáp nguồn, cáp hdmi "
302,màn hình lg 27gk750f-b 27'' full hd 240hz,screen,"màn hình lg 27gk750f-b 27'' full hd 240hzlg 27gk750f-b – đen - kích thước: 27 inch - tấm nền: tn - độ phân giải: full hd (1920x1080) - tốc độ làm mới: 240hz - thời gian đáp ứng: 2ms - cổng kết nối: hdmi x 2, d-sub, usb x 2 - phụ kiện: cáp nguồn, cáp d-sub,... "
303,màn hình máy tính lg 27qn880-b 27 inch qhd ips 75hz,screen,"màn hình máy tính lg 27qn880-b 27 inch qhd ips 75hzloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 27 inch tấm nền: ips độ phân giải: 2560 x 1440 tốc độ làm mới: 75hz độ sáng : 350 nits thời gian đáp ứng: 5ms (gtg nhanh hơn) cổng kết nối: hdmix2, displayporrt , usb typec , có loa nổi bật : hdr10, radeon freesync™ phụ kiện: cáp nguồn, cáp hdmi "
304,màn hình máy tính lg 27gn750f-b 27 inch ultragear fhd ips 240hz,screen,"màn hình máy tính lg 27gn750f-b 27 inch ultragear fhd ips 240hzloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 27 inch tấm nền: ips độ sáng : 400 nits độ phân giải: full hd (1920 x 1080) tốc độ làm mới: 240hz thời gian đáp ứng: 1ms ( gtg ) nổi bật : tương thích g-sync, freesync ™, srgb 99% , hdr10 , usb 3.0 cổng kết nối: hdmix2, displayport 1.4 phụ kiện: cáp nguồn, cáp displayport,cáp hdmi "
305,màn hình máy tính lg 27mk600m-b 27 inch fhd 75hz,screen,"màn hình máy tính lg 27mk600m-b 27 inch fhd 75hzlg 27mk600m-b – đen - loại màn hình: phẳng - tỉ lệ: 16:9 - kích thước: 27 inch - tấm nền: ips - độ phân giải: full hd (1920x1080) - tốc độ làm mới: ~75hz - thời gian đáp ứng: 5ms - cổng kết nối: hdmi x 2 / d_sub x 1/ headphone out - phụ kiện: cáp nguồn,.. "
306,màn hình máy tính lg 35wn75c-b 35 inch ultrawide™ qhd hdr va 100hz (cong),screen,"màn hình máy tính lg 35wn75c-b 35 inch ultrawide™ qhd hdr va 100hz (cong)loại màn hình: cong tỉ lệ: 21:9 kích thước: 35 inch tấm nền: va độ phân giải: qhd (3440 x 1440) tốc độ làm mới: 100hz độ sáng : 300 cd/m² thời gian đáp ứng: 5ms (gtg) nổi bật: hdr10 , amd freesync™, dual controller, có loa 7w (maxxaudio) cổng kết nối: 2xhdmi, displayport , usb type-c phụ kiện: cáp nguồn, cáp hdmi, cáp displayport "
307,màn hình lg 27gn950-b 27 inch ultragear uhd 4k nano ips 144hz gaming,screen,"màn hình lg 27gn950-b 27 inch ultragear uhd 4k nano ips 144hz gamingloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 27 inch tấm nền: ips độ phân giải: 3840 x 2160 tốc độ làm mới: 144hz thời gian đáp ứng: 1ms cổng kết nối: hdmi, displayport phụ kiện: cáp nguồn, cáp displayport, cáp hdmi "
308,màn hình máy tính lg 27ul850-w 27 inch uhd 60hz,screen,"màn hình máy tính lg 27ul850-w 27 inch uhd 60hz- loại màn hình: phẳng - tỉ lệ: 16:09 - kích thước: 27 inch - tấm nền: ips - độ phân giải: uhd 3840 x 2160 - tốc độ làm mới: 60hz - thời gian đáp ứng: 5ms - cổng kết nối: displayport, hdmi, usb type-c - phụ kiện: cáp nguồn, cáp hdmi,... "
309,màn hình lg 38wn95c-w 38 inch ultrawide qhd+ ips curved 144hz,screen,"màn hình lg 38wn95c-w 38 inch ultrawide qhd+ ips curved 144hzloại màn hình: cong tỉ lệ: 21:9 kích thước: 38 inch tấm nền: ips hiển thị màu : 1,07b độ phân giải: 3840 x 1600 tốc độ làm mới: 144hz thời gian đáp ứng: 1ms gtg nổi bật : amd freesync ™ premium pro , nvidia g-sync™ compatible , hdr10 , có loa, vesa 100x100mm cổng kết nối: hdmi, displayport , thunderbolt 3 phụ kiện: cáp nguồn, cáp displayport, cáp hdmi "
310,màn hình máy tính dell se2417hgx 23.6 inch fhd gaming,screen,"màn hình máy tính dell se2417hgx 23.6 inch fhd gamingloại màn hình: phẳng tỉ lệ: 16:9 kích thước: 23.6 inch tấm nền: tn độ phân giải: full hd (1920x1080) tốc độ làm mới: 75hz thời gian đáp ứng: 1ms cổng kết nối: 2xhdmi, vga phụ kiện: cáp nguồn, cáp hdmi,... "
311,màn hình máy tính dell u2719d ultrasharp 27 inch qhd ips infinityedge (viền mỏng) - 2k,screen,"màn hình máy tính dell u2719d ultrasharp 27 inch qhd ips infinityedge (viền mỏng) - 2k- loại màn hình: phẳng - tỉ lệ: 16:9 - kích thước: 27 inch - tấm nền: ips - độ phân giải: qhd 2560 x 1440 - tốc độ làm mới: 60hz - thời gian đáp ứng: 5 ms - cổng kết nối: hdmi, displayport - công nghệ: - phụ kiện: cáp nguồn, cáp displayport, cáp usb "
312,màn hình máy tính dell ultrasharp up3017 - 30 inch - 2k,screen,"màn hình máy tính dell ultrasharp up3017 - 30 inch - 2kdell ultrasharp up3017 - kích cỡ màn hình : 75.62 cm (30\"") - tỷ lệ: 16:10 2560 x 1600 at 60 hz - độ sáng: 350 cd/m² - độ tương phản: 1000:1 - góc nhìn: 178/178 - thời gian phản hồi: 6ms (fast mode), 8ms (normal mode) - hệ thống đèn rìa led trắng - cổng kết nối: 1 x dp 1.2 (hdcp 1.4), 1 x mdp 1.2 (hdcp 1.4), 1 x dp 1.2 (out) with mst (hdcp 1.4), 2 x hdmi 1.4 (hdcp 1.4), 2 x usb 3.0 downstream port, 2 x usb 3.0 with bc1.2 charging capability at 2a (max) - cân nặng: 13.10 kg - điện năng tiêu thụ: 54w (bình thường) / 108w (tối đa) "
313,màn hình máy tính dell s2319h 23 inch ips fhd,screen,"màn hình máy tính dell s2319h 23 inch ips fhdmonitor dell s2319h - kích thước: 23 inch - tấm nền: ips - độ phân giải: full hd (1920x1080) - thời gian đáp ứng: 5ms - màu sắc hiển thị: 16.7 triệu màu - độ sáng: 250cd/m2 - góc nhìn: 178°/178° - loa ngoài: 2x 3w - cổng kết nối: vga, hdmi, audio - phụ kiện: cáp nguồn, cáp hdmi, hướng dẫn sử dụng,... "
314,màn hình máy tính dell p2419h 23.8'' fhd 60hz,screen,"màn hình máy tính dell p2419h 23.8'' fhd 60hzdell p2419h – đen - kích thước: 23.8 inch - tấm nền: ips - độ phân giải: full hd (1920x1080) - tốc độ làm mới: 60hz - thời gian đáp ứng: 5ms - cổng kết nối: hdmi, displayport, vga, usb - phụ kiện: cáp nguồn, cáp displayport,... "
315,tai nghe dareu eh722s queen pink 7.1,listen,"tai nghe dareu eh722s queen pink 7.1tai nghe dareu eh722s queen pink 7.1 tai nghe over ear - multi led driver: φ50mm * 10 mm(h) hiệu ứng: giả lập 7.1 kết nối: usb đệm tai: da mềm headband: kim loại frequency range: 20hz-20khz dây: 2.4m trọng lượng: 300 +/- 10g "
316,tai nghe dareu eh469 7.1 rgb pink,listen,"tai nghe dareu eh469 7.1 rgb pinktai nghe dareu eh469 7.1 rgb pink phiên bản nâng cấp với led rgb củ loa đường kính 50mm kết nối usb tiện dụng chất lượng âm thanh rất tốt có kèm tai mèo màu hồng rất dễ thương "
317,tai nghe dareu eh925s 7.1 rgb,listen,"tai nghe dareu eh925s 7.1 rgbtai nghe dareu eh925s 7.1 rgb phiên bản nâng cấp với mic tháo rời tai nghe over ear led rgb 16.8 triệu màu driver: φ53mm hiệu ứng: giả lập 7.1 kết nối: usb đệm tai: da mềm headband: kim loại frequency range: 20hz-20khz dây: 2.0m trọng lượng: 300 +/- 10g "
318,tai nghe dareu vh350se,listen,"tai nghe dareu vh350setai nghe dareu vh350se phiên bản không hộp driver: φ40mm * 10 mm(h) kết nối: usb (led) + 3.5mm đệm tai: da mềm headband: kim loại frequency range: 20hz-20khz dây: 2.4m trọng lượng: 300 +/- 10g "
319,tai nghe dareu eh925 7.1 rgb black red,listen,"tai nghe dareu eh925 7.1 rgb black redtai nghe dareu eh925 7.1 rgb tai nghe over ear led rgb 16.8 triệu màu driver: φ53mm hiệu ứng: giả lập 7.1 kết nối: usb đệm tai: da mềm headband: kim loại frequency range: 20hz-20khz dây: 2.0m trọng lượng: 300 +/- 10g "
320,tai nghe dareu eh469 7.1 rgb,listen,"tai nghe dareu eh469 7.1 rgbtai nghe dareu eh469 7.1 rgb phiên bản nâng cấp với led rgb củ loa đường kính 50mm kết nối usb tiện dụng chất lượng âm thanh rất tốt "
321,tai nghe dareu eh416 7.1 rgb,listen,"tai nghe dareu eh416 7.1 rgbtai nghe dareu eh416 7.1 rgb phiên bản nâng cấp với led rgb củ loa đường kính 50mm kết nối usb tiện dụng chất lượng âm thanh rất tốt "
322,màn hình máy tính dell ultrasharp u2419h 23.8 inch fhd,screen,"màn hình máy tính dell ultrasharp u2419h 23.8 inch fhddell ultrasharp u2419h – đen -bạc - loại màn hình: phẳng - tỉ lệ: 16:9 - kích thước: 23.8 inch - tấm nền: ips - độ phân giải: full hd (1920x1080) - tốc độ làm mới: 60hz - thời gian đáp ứng: 5ms - cổng kết nối: 1 x dp 1.4, 1 x dp (out) with mst, 1 x hdmi 1.4, usb 3.0 - phụ kiện: cáp nguồn, cáp display port, 1 cáp usb 3.0 "
